,genome,contig,contig length,no. of annotations on contig
2417,5235_2_1,contig00088,16915,14
2418,5235_2_1,contig00089,16576,13
2419,5235_2_1,contig00090,16563,14
2420,5235_2_1,contig00091,16347,17
2421,5235_2_1,contig00092,16335,12
2422,5235_2_1,contig00093,16128,13
2423,5235_2_1,contig00094,16091,19
2424,5235_2_1,contig00095,15884,15
2425,5235_2_1,contig00096,15872,8
2426,5235_2_1,contig00097,15867,13
2427,5235_2_1,contig00098,15630,30
2428,5235_2_1,contig00099,15594,18
2429,5235_2_1,contig00100,15344,18
2430,5235_2_1,contig00101,15276,17
2431,5235_2_1,contig00102,15224,13
2432,5235_2_1,contig00103,15132,13
2433,5235_2_1,contig00104,15087,14
2434,5235_2_1,contig00105,15017,14
2435,5235_2_1,contig00106,15014,13
2436,5235_2_1,contig00107,14960,15
2437,5235_2_1,contig00108,14861,14
2438,5235_2_1,contig00109,14833,17
2439,5235_2_1,contig00110,14646,15
2440,5235_2_1,contig00111,14585,16
2441,5235_2_1,contig00112,14147,16
2442,5235_2_1,contig00113,14103,16
2443,5235_2_1,contig00114,14083,12
2444,5235_2_1,contig00115,13999,12
2445,5235_2_1,contig00116,13956,12
2446,5235_2_1,contig00117,13950,12
2447,5235_2_1,contig00118,13747,16
2448,5235_2_1,contig00119,13723,11
2449,5235_2_1,contig00120,13461,14
2450,5235_2_1,contig00121,13407,11
2451,5235_2_1,contig00122,13379,13
2452,5235_2_1,contig00123,13351,12
2453,5235_2_1,contig00124,13325,13
2454,5235_2_1,contig00125,13293,15
2455,5235_2_1,contig00126,12859,8
2456,5235_2_1,contig00127,12814,12
2457,5235_2_1,contig00128,12748,15
2458,5235_2_1,contig00129,12741,10
2459,5235_2_1,contig00130,12632,10
2460,5235_2_1,contig00131,12536,18
2461,5235_2_1,contig00132,12510,9
2462,5235_2_1,contig00133,12488,16
2463,5235_2_1,contig00134,12408,12
2464,5235_2_1,contig00135,12393,11
2465,5235_2_1,contig00136,12327,11
2466,5235_2_1,contig00137,12291,10
2467,5235_2_1,contig00138,12287,10
2468,5235_2_1,contig00139,12279,13
2469,5235_2_1,contig00140,12277,14
2470,5235_2_1,contig00141,12244,14
2471,5235_2_1,contig00142,12071,8
2472,5235_2_1,contig00143,12047,9
2473,5235_2_1,contig00144,12021,10
2474,5235_2_1,contig00145,11943,14
2475,5235_2_1,contig00146,11911,9
2476,5235_2_1,contig00147,11893,10
2477,5235_2_1,contig00148,11892,10
2478,5235_2_1,contig00149,11860,10
2479,5235_2_1,contig00150,11835,11
2480,5235_2_1,contig00151,11772,15
2481,5235_2_1,contig00152,11718,10
2482,5235_2_1,contig00153,11595,11
2483,5235_2_1,contig00154,11532,14
2484,5235_2_1,contig00155,11517,15
2485,5235_2_1,contig00156,11496,14
2486,5235_2_1,contig00157,11487,12
2487,5235_2_1,contig00158,11470,11
2488,5235_2_1,contig00159,11332,9
2489,5235_2_1,contig00160,11314,12
2490,5235_2_1,contig00161,11195,14
2491,5235_2_1,contig00162,11118,11
2492,5235_2_1,contig00163,11099,7
2493,5235_2_1,contig00164,11041,10
2494,5235_2_1,contig00165,11010,10
2495,5235_2_1,contig00166,11005,8
2496,5235_2_1,contig00167,10895,10
2497,5235_2_1,contig00168,10856,8
2498,5235_2_1,contig00169,10680,9
2499,5235_2_1,contig00170,10669,15
2500,5235_2_1,contig00171,10638,9
2501,5235_2_1,contig00172,10613,13
2502,5235_2_1,contig00173,10543,8
2503,5235_2_1,contig00174,10512,9
2504,5235_2_1,contig00175,10473,12
2505,5235_2_1,contig00176,10461,10
2506,5235_2_1,contig00177,10454,9
2507,5235_2_1,contig00178,10403,10
2508,5235_2_1,contig00179,10299,9
2509,5235_2_1,contig00180,10298,13
2510,5235_2_1,contig00181,10222,10
2511,5235_2_1,contig00182,10163,8
2512,5235_2_1,contig00183,10059,12
2513,5235_2_1,contig00184,10003,9
2514,5235_2_1,contig00185,9971,7
2515,5235_2_1,contig00186,9945,12
2516,5235_2_1,contig00187,9928,8
2517,5235_2_1,contig00188,9881,8
2518,5235_2_1,contig00189,9830,9
2519,5235_2_1,contig00190,9800,10
2520,5235_2_1,contig00191,9688,11
2521,5235_2_1,contig00192,9655,7
2522,5235_2_1,contig00193,9588,9
2523,5235_2_1,contig00194,9569,7
2524,5235_2_1,contig00195,9556,11
2525,5235_2_1,contig00196,9424,6
2526,5235_2_1,contig00197,9422,10
2527,5235_2_1,contig00198,9381,8
2528,5235_2_1,contig00199,9352,10
2529,5235_2_1,contig00200,9302,11
2530,5235_2_1,contig00201,9226,10
2531,5235_2_1,contig00202,9152,11
2532,5235_2_1,contig00203,9147,11
2533,5235_2_1,contig00204,9142,13
2534,5235_2_1,contig00205,9131,12
2535,5235_2_1,contig00206,9117,10
2536,5235_2_1,contig00207,9051,10
2537,5235_2_1,contig00208,9020,8
2538,5235_2_1,contig00209,9000,9
2539,5235_2_1,contig00210,8963,7
2540,5235_2_1,contig00211,8946,4
2541,5235_2_1,contig00212,8888,7
2542,5235_2_1,contig00213,8880,8
2543,5235_2_1,contig00214,8842,8
2544,5235_2_1,contig00215,8839,10
2545,5235_2_1,contig00216,8819,7
2546,5235_2_1,contig00217,8814,13
2547,5235_2_1,contig00218,8794,8
2548,5235_2_1,contig00219,8714,10
2549,5235_2_1,contig00220,8697,2
2550,5235_2_1,contig00221,8642,7
2551,5235_2_1,contig00222,8641,10
2552,5235_2_1,contig00223,8640,11
2553,5235_2_1,contig00224,8637,5
2554,5235_2_1,contig00225,8610,9
2555,5235_2_1,contig00226,8574,8
2556,5235_2_1,contig00227,8570,8
2557,5235_2_1,contig00228,8543,8
2558,5235_2_1,contig00229,8524,6
2559,5235_2_1,contig00230,8512,12
2560,5235_2_1,contig00231,8509,7
2561,5235_2_1,contig00232,8476,7
2562,5235_2_1,contig00233,8397,5
2563,5235_2_1,contig00234,8348,7
2564,5235_2_1,contig00235,8281,9
2565,5235_2_1,contig00236,8278,9
2566,5235_2_1,contig00237,8224,7
2567,5235_2_1,contig00238,8184,7
2568,5235_2_1,contig00239,8168,9
2569,5235_2_1,contig00240,8133,7
2570,5235_2_1,contig00241,8110,6
2571,5235_2_1,contig00242,8034,5
2572,5235_2_1,contig00243,8019,7
2573,5235_2_1,contig00244,8015,9
2574,5235_2_1,contig00245,7961,7
2575,5235_2_1,contig00246,7863,8
2576,5235_2_1,contig00247,7796,8
2577,5235_2_1,contig00248,7768,7
2578,5235_2_1,contig00249,7752,7
2579,5235_2_1,contig00250,7718,8
2580,5235_2_1,contig00251,7712,9
2581,5235_2_1,contig00252,7678,7
2582,5235_2_1,contig00253,7665,5
2583,5235_2_1,contig00254,7651,8
2584,5235_2_1,contig00255,7613,6
2585,5235_2_1,contig00256,7606,6
2586,5235_2_1,contig00257,7564,8
2587,5235_2_1,contig00258,7549,5
2588,5235_2_1,contig00259,7487,7
2589,5235_2_1,contig00260,7481,8
2590,5235_2_1,contig00261,7475,5
2591,5235_2_1,contig00262,7337,7
2592,5235_2_1,contig00263,7306,7
2593,5235_2_1,contig00264,7301,6
2594,5235_2_1,contig00265,7288,5
2595,5235_2_1,contig00266,7274,6
2596,5235_2_1,contig00267,7255,8
2597,5235_2_1,contig00268,7241,7
2598,5235_2_1,contig00269,7232,7
2599,5235_2_1,contig00270,7228,7
2600,5235_2_1,contig00271,7167,6
2601,5235_2_1,contig00272,7115,7
2602,5235_2_1,contig00273,7109,6
2603,5235_2_1,contig00274,7091,6
2604,5235_2_1,contig00275,7061,10
2605,5235_2_1,contig00276,7053,6
2606,5235_2_1,contig00277,7025,9
2607,5235_2_1,contig00278,7014,8
2608,5235_2_1,contig00279,6943,6
2609,5235_2_1,contig00280,6910,8
2610,5235_2_1,contig00282,6907,9
2611,5235_2_1,contig00281,6907,5
2612,5235_2_1,contig00283,6876,5
2613,5235_2_1,contig00284,6866,6
2614,5235_2_1,contig00285,6859,7
2615,5235_2_1,contig00286,6814,8
2616,5235_2_1,contig00287,6779,7
2617,5235_2_1,contig00288,6753,5
2618,5235_2_1,contig00289,6730,6
2619,5235_2_1,contig00290,6728,6
2620,5235_2_1,contig00291,6726,6
2621,5235_2_1,contig00292,6719,6
2622,5235_2_1,contig00293,6712,7
2623,5235_2_1,contig00294,6712,7
2624,5235_2_1,contig00295,6708,7
2625,5235_2_1,contig00296,6652,8
2626,5235_2_1,contig00297,6604,10
2627,5235_2_1,contig00298,6574,6
2628,5235_2_1,contig00299,6521,3
2629,5235_2_1,contig00300,6504,7
2630,5235_2_1,contig00301,6472,4
2631,5235_2_1,contig00302,6449,6
2632,5235_2_1,contig00303,6437,5
2633,5235_2_1,contig00304,6417,7
2634,5235_2_1,contig00305,6407,6
2635,5235_2_1,contig00306,6370,8
2636,5235_2_1,contig00307,6358,5
2637,5235_2_1,contig00308,6327,5
2638,5235_2_1,contig00309,6322,6
2639,5235_2_1,contig00310,6291,7
2640,5235_2_1,contig00311,6277,6
2641,5235_2_1,contig00312,6239,6
2642,5235_2_1,contig00313,6230,3
2643,5235_2_1,contig00314,6187,7
2644,5235_2_1,contig00315,6137,6
2645,5235_2_1,contig00316,6132,6
2646,5235_2_1,contig00317,6097,7
2647,5235_2_1,contig00318,6085,6
2648,5235_2_1,contig00319,6057,6
2649,5235_2_1,contig00320,6011,6
2650,5235_2_1,contig00321,5987,5
2651,5235_2_1,contig00322,5969,4
2652,5235_2_1,contig00323,5931,6
2653,5235_2_1,contig00324,5913,7
2654,5235_2_1,contig00325,5910,6
2655,5235_2_1,contig00326,5869,8
2656,5235_2_1,contig00327,5856,5
2657,5235_2_1,contig00328,5829,5
2658,5235_2_1,contig00329,5786,4
2659,5235_2_1,contig00330,5785,4
2660,5235_2_1,contig00331,5615,5
2661,5235_2_1,contig00332,5607,6
2662,5235_2_1,contig00333,5587,5
2663,5235_2_1,contig00334,5572,11
2664,5235_2_1,contig00335,5537,3
2665,5235_2_1,contig00336,5521,6
2666,5235_2_1,contig00337,5508,6
2667,5235_2_1,contig00338,5506,3
2668,5235_2_1,contig00339,5493,4
2669,5235_2_1,contig00340,5479,3
2670,5235_2_1,contig00341,5464,7
2671,5235_2_1,contig00342,5456,5
2672,5235_2_1,contig00343,5451,7
2673,5235_2_1,contig00344,5440,4
2674,5235_2_1,contig00345,5434,3
2675,5235_2_1,contig00346,5433,3
2676,5235_2_1,contig00347,5430,7
2677,5235_2_1,contig00348,5407,4
2678,5235_2_1,contig00349,5400,6
2679,5235_2_1,contig00350,5393,5
2680,5235_2_1,contig00351,5374,9
2681,5235_2_1,contig00352,5367,5
2682,5235_2_1,contig00353,5349,6
2683,5235_2_1,contig00354,5326,4
2684,5235_2_1,contig00355,5318,7
2685,5235_2_1,contig00356,5281,5
2686,5235_2_1,contig00357,5247,6
2687,5235_2_1,contig00358,5234,6
2688,5235_2_1,contig00359,5177,8
2689,5235_2_1,contig00360,5175,4
2690,5235_2_1,contig00361,5168,7
2691,5235_2_1,contig00362,5161,6
2692,5235_2_1,contig00363,5144,4
2693,5235_2_1,contig00365,5132,7
2694,5235_2_1,contig00364,5132,5
2695,5235_2_1,contig00366,5108,5
2696,5235_2_1,contig00367,5080,5
2697,5235_2_1,contig00368,5074,4
2698,5235_2_1,contig00369,5052,5
2699,5235_2_1,contig00370,5023,7
2700,5235_2_1,contig00371,4982,6
2701,5235_2_1,contig00372,4894,5
2702,5235_2_1,contig00373,4893,5
2703,5235_2_1,contig00374,4871,5
2704,5235_2_1,contig00375,4852,4
2705,5235_2_1,contig00376,4802,4
2706,5235_2_1,contig00377,4795,4
2707,5235_2_1,contig00378,4790,6
2708,5235_2_1,contig00379,4767,6
2709,5235_2_1,contig00380,4765,6
2710,5235_2_1,contig00381,4762,4
2711,5235_2_1,contig00382,4760,2
2712,5235_2_1,contig00383,4749,4
2713,5235_2_1,contig00384,4743,4
2714,5235_2_1,contig00385,4739,5
2715,5235_2_1,contig00386,4718,4
2716,5235_2_1,contig00387,4653,4
2717,5235_2_1,contig00388,4636,3
2718,5235_2_1,contig00389,4615,3
2719,5235_2_1,contig00390,4599,2
2720,5235_2_1,contig00391,4591,5
2721,5235_2_1,contig00392,4590,4
2722,5235_2_1,contig00393,4567,5
2723,5235_2_1,contig00394,4533,3
2724,5235_2_1,contig00395,4531,6
2725,5235_2_1,contig00396,4519,5
2726,5235_2_1,contig00397,4489,3
2727,5235_2_1,contig00398,4469,3
2728,5235_2_1,contig00399,4468,4
2729,5235_2_1,contig00400,4461,3
2730,5235_2_1,contig00401,4451,6
2731,5235_2_1,contig00402,4450,4
2732,5235_2_1,contig00403,4423,3
2733,5235_2_1,contig00404,4415,4
2734,5235_2_1,contig00405,4409,5
2735,5235_2_1,contig00406,4405,5
2736,5235_2_1,contig00407,4317,5
2737,5235_2_1,contig00408,4310,6
2738,5235_2_1,contig00409,4303,5
2739,5235_2_1,contig00410,4276,4
2740,5235_2_1,contig00411,4243,4
2741,5235_2_1,contig00412,4242,5
2742,5235_2_1,contig00413,4232,4
2743,5235_2_1,contig00414,4230,4
2744,5235_2_1,contig00415,4216,6
2745,5235_2_1,contig00416,4198,2
2746,5235_2_1,contig00417,4179,2
2747,5235_2_1,contig00418,4105,6
2748,5235_2_1,contig00419,4094,6
2749,5235_2_1,contig00420,4088,3
2750,5235_2_1,contig00421,4085,3
2751,5235_2_1,contig00422,4083,5
2752,5235_2_1,contig00424,4071,6
2753,5235_2_1,contig00423,4071,2
2754,5235_2_1,contig00425,4063,3
2755,5235_2_1,contig00426,4044,3
2756,5235_2_1,contig00427,4038,3
2757,5235_2_1,contig00428,4020,6
2758,5235_2_1,contig00429,4010,3
2759,5235_2_1,contig00430,4002,5
2760,5235_2_1,contig00431,3997,4
2761,5235_2_1,contig00432,3979,3
2762,5235_2_1,contig00433,3971,5
2763,5235_2_1,contig00434,3970,3
2764,5235_2_1,contig00435,3946,5
2765,5235_2_1,contig00436,3943,3
2766,5235_2_1,contig00437,3897,5
2767,5235_2_1,contig00438,3893,2
2768,5235_2_1,contig00439,3881,4
2769,5235_2_1,contig00440,3856,5
2770,5235_2_1,contig00442,3851,6
2771,5235_2_1,contig00443,3851,4
2772,5235_2_1,contig00441,3851,3
2773,5235_2_1,contig00444,3839,3
2774,5235_2_1,contig00445,3837,6
2775,5235_2_1,contig00446,3819,5
2776,5235_2_1,contig00447,3818,3
2777,5235_2_1,contig00448,3802,3
2778,5235_2_1,contig00449,3783,3
2779,5235_2_1,contig00450,3781,5
2780,5235_2_1,contig00451,3780,4
2781,5235_2_1,contig00452,3772,4
2782,5235_2_1,contig00453,3767,5
2783,5235_2_1,contig00454,3752,5
2784,5235_2_1,contig00455,3743,3
2785,5235_2_1,contig00456,3741,5
2786,5235_2_1,contig00457,3739,3
2787,5235_2_1,contig00459,3725,5
2788,5235_2_1,contig00458,3725,2
2789,5235_2_1,contig00460,3722,3
2790,5235_2_1,contig00461,3656,2
2791,5235_2_1,contig00462,3645,5
2792,5235_2_1,contig00463,3597,4
2793,5235_2_1,contig00464,3589,4
2794,5235_2_1,contig00465,3588,4
2795,5235_2_1,contig00466,3567,2
2796,5235_2_1,contig00467,3563,6
2797,5235_2_1,contig00468,3532,4
2798,5235_2_1,contig00469,3529,2
2799,5235_2_1,contig00470,3527,3
2800,5235_2_1,contig00471,3520,4
2801,5235_2_1,contig00472,3519,3
2802,5235_2_1,contig00473,3510,3
2803,5235_2_1,contig00474,3509,4
2804,5235_2_1,contig00475,3504,1
2805,5235_2_1,contig00476,3464,3
2806,5235_2_1,contig00477,3454,3
2807,5235_2_1,contig00478,3413,5
2808,5235_2_1,contig00479,3413,3
2809,5235_2_1,contig00480,3390,5
2810,5235_2_1,contig00481,3389,3
2811,5235_2_1,contig00482,3381,3
2812,5235_2_1,contig00483,3375,3
2813,5235_2_1,contig00484,3371,3
2814,5235_2_1,contig00485,3367,2
2815,5235_2_1,contig00486,3349,4
2816,5235_2_1,contig00487,3341,5
2817,5235_2_1,contig00488,3313,5
2818,5235_2_1,contig00489,3310,3
2819,5235_2_1,contig00490,3307,3
2820,5235_2_1,contig00491,3302,4
2821,5235_2_1,contig00492,3290,3
2822,5235_2_1,contig00493,3238,3
2823,5235_2_1,contig00494,3225,2
2824,5235_2_1,contig00495,3211,2
2825,5235_2_1,contig00496,3199,3
2826,5235_2_1,contig00497,3154,1
2827,5235_2_1,contig00498,3105,3
2828,5235_2_1,contig00499,3075,4
2829,5235_2_1,contig00500,3000,3
2830,5235_2_1,contig00501,2943,1
2831,5235_2_1,contig00502,2939,2
2832,5235_2_1,contig00503,2924,4
2833,5235_2_1,contig00504,2921,2
2834,5235_2_1,contig00505,2873,3
2835,5235_2_1,contig00506,2862,1
2836,5235_2_1,contig00507,2845,2
2837,5235_2_1,contig00508,2844,2
2838,5235_2_1,contig00509,2830,3
2839,5235_2_1,contig00510,2800,2
2840,5235_2_1,contig00511,2783,1
2841,5235_2_1,contig00512,2780,3
2842,5235_2_1,contig00514,2774,3
2843,5235_2_1,contig00513,2774,2
2844,5235_2_1,contig00515,2771,3
2845,5235_2_1,contig00516,2758,2
2846,5235_2_1,contig00517,2731,3
2847,5235_2_1,contig00518,2709,2
2848,5235_2_1,contig00519,2700,2
2849,5235_2_1,contig00520,2691,3
2850,5235_2_1,contig00521,2679,3
2851,5235_2_1,contig00522,2660,1
2852,5235_2_1,contig00523,2657,3
2853,5235_2_1,contig00524,2638,3
2854,5235_2_1,contig00525,2633,3
2855,5235_2_1,contig00526,2631,2
2856,5235_2_1,contig00527,2619,3
2857,5235_2_1,contig00528,2604,2
2858,5235_2_1,contig00529,2568,1
2859,5235_2_1,contig00530,2552,1
2860,5235_2_1,contig00531,2543,5
2861,5235_2_1,contig00532,2535,3
2862,5235_2_1,contig00533,2507,2
2863,5235_2_1,contig00534,2496,3
2864,5235_2_1,contig00535,2490,3
2865,5235_2_1,contig00536,2461,3
2866,5235_2_1,contig00537,2454,3
2867,5235_2_1,contig00538,2453,4
2868,5235_2_1,contig00539,2444,3
2869,5235_2_1,contig00540,2442,3
2870,5235_2_1,contig00541,2442,1
2871,5235_2_1,contig00542,2439,1
2872,5235_2_1,contig00543,2438,2
2873,5235_2_1,contig00544,2435,2
2874,5235_2_1,contig00545,2425,2
2875,5235_2_1,contig00546,2425,2
2876,5235_2_1,contig00547,2402,1
2877,5235_2_1,contig00548,2399,3
2878,5235_2_1,contig00549,2397,2
2879,5235_2_1,contig00550,2392,2
2880,5235_2_1,contig00551,2380,2
2881,5235_2_1,contig00552,2379,1
2882,5235_2_1,contig00553,2346,1
2883,5235_2_1,contig00554,2336,3
2884,5235_2_1,contig00555,2325,2
2885,5235_2_1,contig00556,2313,3
2886,5235_2_1,contig00557,2305,2
2887,5235_2_1,contig00558,2280,1
2888,5235_2_1,contig00559,2279,2
2889,5235_2_1,contig00560,2278,2
2890,5235_2_1,contig00561,2270,2
2891,5235_2_1,contig00562,2253,2
2892,5235_2_1,contig00563,2243,1
2893,5235_2_1,contig00564,2212,4
2894,5235_2_1,contig00565,2189,2
2895,5235_2_1,contig00566,2188,3
2896,5235_2_1,contig00567,2171,2
2897,5235_2_1,contig00568,2158,3
2898,5235_2_1,contig00569,2157,1
2899,5235_2_1,contig00572,2128,6
2900,5235_2_1,contig00571,2128,3
2901,5235_2_1,contig00570,2128,2
2902,5235_2_1,contig00573,2127,3
2903,5235_2_1,contig00574,2124,4
2904,5235_2_1,contig00575,2116,2
2905,5235_2_1,contig00576,2105,3
2906,5235_2_1,contig00577,2103,2
2907,5235_2_1,contig00578,2090,2
2908,5235_2_1,contig00579,2085,2
2909,5235_2_1,contig00580,2076,2
2910,5235_2_1,contig00581,2076,1
2911,5235_2_1,contig00582,2075,2
2912,5235_2_1,contig00583,2068,3
2913,5235_2_1,contig00584,2034,2
2914,5235_2_1,contig00585,2024,4
2915,5235_2_1,contig00586,2022,2
2916,5235_2_1,contig00587,2019,1
2917,5235_2_1,contig00588,2008,2
2918,5235_2_1,contig00589,1999,2
2919,5235_2_1,contig00590,1994,2
2920,5235_2_1,contig00591,1977,2
2921,5235_2_1,contig00592,1969,1
2922,5235_2_1,contig00593,1961,2
2923,5235_2_1,contig00594,1931,3
2924,5235_2_1,contig00595,1911,2
2925,5235_2_1,contig00596,1907,2
2926,5235_2_1,contig00597,1903,1
2927,5235_2_1,contig00598,1889,2
2928,5235_2_1,contig00599,1885,1
2929,5235_2_1,contig00600,1873,2
2930,5235_2_1,contig00601,1872,2
2931,5235_2_1,contig00602,1865,3
2932,5235_2_1,contig00603,1862,1
2933,5235_2_1,contig00604,1853,2
2934,5235_2_1,contig00605,1835,1
2935,5235_2_1,contig00606,1834,1
2936,5235_2_1,contig00607,1814,2
2937,5235_2_1,contig00609,1799,2
2938,5235_2_1,contig00608,1799,1
2939,5235_2_1,contig00610,1793,2
2940,5235_2_1,contig00611,1791,1
2941,5235_2_1,contig00612,1786,1
2942,5235_2_1,contig00613,1780,1
2943,5235_2_1,contig00614,1771,1
2944,5235_2_1,contig00615,1766,2
2945,5235_2_1,contig00616,1763,2
2946,5235_2_1,contig00617,1758,0
2947,5235_2_1,contig00618,1751,0
2948,5235_2_1,contig00619,1746,2
2949,5235_2_1,contig00620,1743,1
2950,5235_2_1,contig00621,1741,1
2951,5235_2_1,contig00622,1741,1
2952,5235_2_1,contig00623,1739,1
2953,5235_2_1,contig00624,1729,1
2954,5235_2_1,contig00625,1728,2
2955,5235_2_1,contig00626,1725,1
2956,5235_2_1,contig00627,1696,1
2957,5235_2_1,contig00628,1694,2
2958,5235_2_1,contig00629,1692,2
2959,5235_2_1,contig00630,1686,2
2960,5235_2_1,contig00631,1675,2
2961,5235_2_1,contig00632,1673,4
2962,5235_2_1,contig00633,1664,2
2963,5235_2_1,contig00634,1640,1
2964,5235_2_1,contig00635,1639,2
2965,5235_2_1,contig00636,1633,1
2966,5235_2_1,contig00637,1611,3
2967,5235_2_1,contig00638,1602,2
2968,5235_2_1,contig00639,1590,2
2969,5235_2_1,contig00640,1577,1
2970,5235_2_1,contig00641,1574,1
2971,5235_2_1,contig00642,1559,1
2972,5235_2_1,contig00643,1528,1
2973,5235_2_1,contig00644,1526,1
2974,5235_2_1,contig00645,1506,1
2975,5235_2_1,contig00646,1492,1
2976,5235_2_1,contig00647,1487,2
2977,5235_2_1,contig00648,1478,2
2978,5235_2_1,contig00649,1476,1
2979,5235_2_1,contig00650,1462,2
2980,5235_2_1,contig00651,1458,1
2981,5235_2_1,contig00652,1434,2
2982,5235_2_1,contig00653,1433,1
2983,5235_2_1,contig00654,1420,2
2984,5235_2_1,contig00655,1398,2
2985,5235_2_1,contig00656,1373,1
2986,5235_2_1,contig00657,1372,2
2987,5235_2_1,contig00658,1367,2
2988,5235_2_1,contig00659,1364,1
2989,5235_2_1,contig00660,1363,2
2990,5235_2_1,contig00661,1361,2
2991,5235_2_1,contig00662,1346,1
2992,5235_2_1,contig00663,1340,1
2993,5235_2_1,contig00664,1330,1
2994,5235_2_1,contig00665,1326,2
2995,5235_2_1,contig00666,1322,1
2996,5235_2_1,contig00667,1320,2
2997,5235_2_1,contig00668,1314,2
2998,5235_2_1,contig00669,1310,1
2999,5235_2_1,contig00670,1300,1
3000,5235_2_1,contig00671,1289,2
3001,5235_2_1,contig00672,1285,1
3002,5235_2_1,contig00673,1272,1
3003,5235_2_1,contig00674,1262,2
3004,5235_2_1,contig00675,1261,2
3005,5235_2_1,contig00676,1260,2
3006,5235_2_1,contig00677,1251,2
3007,5235_2_1,contig00678,1249,2
3008,5235_2_1,contig00679,1239,1
3009,5235_2_1,contig00680,1231,1
3010,5235_2_1,contig00681,1223,1
3011,5235_2_1,contig00682,1222,2
3012,5235_2_1,contig00683,1221,2
3013,5235_2_1,contig00684,1213,2
3014,5235_2_1,contig00685,1210,0
3015,5235_2_1,contig00686,1193,1
3016,5235_2_1,contig00687,1191,1
3017,5235_2_1,contig00688,1186,1
3018,5235_2_1,contig00689,1154,2
3019,5235_2_1,contig00690,1131,0
3020,5235_2_1,contig00691,1130,4
3021,5235_2_1,contig00692,1125,0
3022,5235_2_1,contig00693,1107,1
3023,5235_2_1,contig00694,1104,1
3024,5235_2_1,contig00695,1103,0
3025,5235_2_1,contig00696,1097,0
3026,5235_2_1,contig00697,1076,1
3027,5235_2_1,contig00699,1076,1
3028,5235_2_1,contig00698,1076,0
3029,5235_2_1,contig00700,1064,1
3030,5235_2_1,contig00701,1057,1
3031,5235_2_1,contig00702,1056,0
3032,5235_2_1,contig00703,1055,1
3033,5235_2_1,contig00704,1051,1
3034,5235_2_1,contig00705,1034,1
3035,5235_2_1,contig00706,1025,2
3036,5235_2_1,contig00707,1023,0
3037,5235_2_1,contig00708,1022,0
3038,5235_2_1,contig00709,1013,0
3039,5235_2_1,contig00710,1009,1
3040,5235_2_1,contig00711,1008,2
3041,5235_2_1,contig00712,1008,1
3042,5235_2_1,contig00713,1000,0
3043,5235_2_1,contig00714,986,1
3044,5235_2_1,contig00715,982,1
3045,5235_2_1,contig00716,980,2
3046,5235_2_1,contig00717,978,2
3047,5235_2_1,contig00718,969,1
3048,5235_2_1,contig00719,956,1
3049,5235_2_1,contig00720,951,1
3050,5235_2_1,contig00721,926,1
3051,5235_2_1,contig00722,925,1
3052,5235_2_1,contig00723,924,2
3053,5235_2_1,contig00724,924,1
3054,5235_2_1,contig00725,921,1
3055,5235_2_1,contig00726,900,1
3056,5235_2_1,contig00727,889,0
3057,5235_2_1,contig00728,889,0
3058,5235_2_1,contig00729,879,1
3059,5235_2_1,contig00730,868,2
3060,5235_2_1,contig00731,868,1
3061,5235_2_1,contig00732,867,0
3062,5235_2_1,contig00733,867,0
3063,5235_2_1,contig00734,862,1
3064,5235_2_1,contig00735,861,1
3065,5235_2_1,contig00736,860,0
3066,5235_2_1,contig00737,858,1
3067,5235_2_1,contig00738,855,0
3068,5235_2_1,contig00739,851,1
3069,5235_2_1,contig00740,845,1
3070,5235_2_1,contig00741,837,1
3071,5235_2_1,contig00742,830,2
3072,5235_2_1,contig00743,821,1
3073,5235_2_1,contig00744,818,1
3074,5235_2_1,contig00745,815,1
3075,5235_2_1,contig00746,809,0
3076,5235_2_1,contig00747,792,0
3077,5235_2_1,contig00748,790,1
3078,5235_2_1,contig00749,785,0
3079,5235_2_1,contig00750,780,0
3080,5235_2_1,contig00751,763,1
3081,5235_2_1,contig00752,758,1
3082,5235_2_1,contig00753,742,1
3083,5235_2_1,contig00754,728,1
3084,5235_2_1,contig00755,715,1
3085,5235_2_1,contig00756,712,1
3086,5235_2_1,contig00757,709,1
3087,5235_2_1,contig00758,709,0
3088,5235_2_1,contig00759,702,0
3089,5235_2_1,contig00760,691,1
3090,5235_2_1,contig00761,683,1
3091,5235_2_1,contig00762,682,1
3092,5235_2_1,contig00763,676,0
3093,5235_2_1,contig00764,670,1
3094,5235_2_1,contig00765,665,1
3095,5235_2_1,contig00766,656,1
3096,5235_2_1,contig00767,649,1
3097,5235_2_1,contig00768,646,2
3098,5235_2_1,contig00769,641,1
3099,5235_2_1,contig00770,626,1
3100,5235_2_1,contig00771,626,0
3101,5235_2_1,contig00772,621,0
3102,5235_2_1,contig00773,616,1
3103,5235_2_1,contig00774,615,0
3104,5235_2_1,contig00775,612,0
3105,5235_2_1,contig00776,603,0
3106,5235_2_1,contig00777,575,1
3107,5235_2_1,contig00778,574,0
3108,5235_2_1,contig00779,570,2
3109,5235_2_1,contig00780,557,2
3110,5235_2_1,contig00781,548,0
3111,5235_2_1,contig00782,548,0
3112,5235_2_1,contig00783,541,1
3113,5235_2_1,contig00784,535,0
3114,5235_2_1,contig00785,526,0
3115,5235_2_1,contig00786,524,0
3116,5235_2_1,contig00787,522,0
3117,5235_2_1,contig00788,509,0
3118,5235_2_1,contig00789,509,0
