,genome,contig,contig length,no. of annotations on contig
3378,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_48_length_2936_cov_866.872614,2936,1
3379,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_49_length_2759_cov_133.823595,2759,3
3380,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_50_length_2303_cov_122.229537,2303,2
3381,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_51_length_1896_cov_162.197175,1896,3
3382,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_52_length_1696_cov_123.994516,1696,0
3383,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_53_length_1537_cov_125.585020,1537,3
3384,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_54_length_1333_cov_866.669797,1333,1
3385,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_55_length_1306_cov_142.569944,1306,2
3386,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_56_length_1253_cov_633.014190,1253,2
3387,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_57_length_1232_cov_248.192014,1232,1
3388,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_58_length_1199_cov_377.628497,1199,0
3389,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_59_length_1190_cov_255.137445,1190,1
3390,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_60_length_1095_cov_378.156731,1095,0
3391,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_61_length_1058_cov_997.316052,1058,1
3392,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_62_length_1004_cov_129.120126,1004,1
3393,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_63_length_991_cov_245.270299,991,1
3394,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_64_length_820_cov_257.105882,820,0
3395,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_65_length_773_cov_515.707521,773,1
3396,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_66_length_706_cov_873.139785,706,1
3397,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_67_length_672_cov_321.696921,672,0
3398,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_68_length_657_cov_365.013289,657,1
3399,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_69_length_621_cov_351.446996,621,1
3400,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_70_length_599_cov_121.604779,599,0
3401,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_71_length_531_cov_250.262605,531,0
3402,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_72_length_512_cov_249.078775,512,0
3403,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_73_length_438_cov_484.451697,438,1
3404,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_74_length_388_cov_254.678679,388,0
3405,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_75_length_383_cov_127.966463,383,0
3406,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_76_length_376_cov_122.757009,376,1
3407,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_77_length_364_cov_386.006472,364,1
3408,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_78_length_352_cov_370.760943,352,2
3409,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_79_length_344_cov_119.166090,344,1
3410,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_80_length_315_cov_114.692308,315,0
3411,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_81_length_308_cov_192.490119,308,0
3412,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_83_length_305_cov_255.308000,305,1
3413,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_82_length_305_cov_260.612000,305,0
3414,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_84_length_305_cov_131.764000,305,0
3415,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_85_length_292_cov_122.367089,292,0
3416,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_86_length_291_cov_250.881356,291,0
3417,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_87_length_273_cov_130.096330,273,0
3418,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_88_length_245_cov_126.557895,245,0
3419,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_89_length_245_cov_116.647368,245,0
3420,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_90_length_215_cov_124.193750,215,0
3421,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_91_length_175_cov_266.616667,175,0
3422,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_92_length_167_cov_125.285714,167,0
3423,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_93_length_162_cov_122.925234,162,0
3424,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_94_length_162_cov_118.672897,162,0
3425,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_95_length_155_cov_245.500000,155,0
3426,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_96_length_150_cov_251.863158,150,0
3427,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_97_length_130_cov_248.733333,130,0
3428,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_98_length_128_cov_107.684932,128,0
3429,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_99_length_125_cov_494.728571,125,0
3430,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_100_length_125_cov_108.800000,125,0
3431,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_101_length_115_cov_252.000000,115,0
3432,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_102_length_111_cov_483.303571,111,0
3433,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_103_length_111_cov_271.267857,111,0
3434,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_104_length_111_cov_128.017857,111,0
3435,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_105_length_109_cov_482.870370,109,0
3436,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_106_length_109_cov_124.907407,109,0
3437,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_107_length_107_cov_131.634615,107,0
3438,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_108_length_105_cov_612.620000,105,0
3439,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_109_length_102_cov_353.085106,102,0
3440,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_110_length_97_cov_400.285714,97,0
3441,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_111_length_97_cov_112.976190,97,0
3442,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_112_length_96_cov_124.609756,96,0
3443,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_113_length_92_cov_242.540541,92,0
3444,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_114_length_92_cov_121.324324,92,0
3445,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_115_length_88_cov_141.515152,88,0
3446,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_116_length_85_cov_605.533333,85,0
3447,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_117_length_82_cov_249.666667,82,0
3448,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_118_length_79_cov_498.833333,79,1
3449,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_119_length_78_cov_855.173913,78,0
3450,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_120_length_75_cov_121.050000,75,0
3451,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_121_length_73_cov_847.222222,73,0
3452,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_122_length_70_cov_279.066667,70,0
3453,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_123_length_69_cov_903.857143,69,0
3454,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_124_length_69_cov_629.357143,69,0
3455,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_125_length_69_cov_152.285714,69,0
3456,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_126_length_68_cov_373.692308,68,0
3457,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_127_length_63_cov_364.500000,63,0
3458,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_128_length_61_cov_405.166667,61,0
3459,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_129_length_61_cov_245.833333,61,0
3460,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_130_length_61_cov_120.333333,61,0
3461,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_131_length_57_cov_581.000000,57,0
3462,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_132_length_56_cov_608.000000,56,0
3463,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_59,NODE_133_length_56_cov_347.000000,56,0
3464,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_1_length_255097_cov_125.093016,255097,233
3465,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_2_length_253478_cov_123.416095,253478,236
3466,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_3_length_225416_cov_125.678201,225416,198
3467,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_4_length_212305_cov_123.983044,212305,196
3468,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_5_length_178220_cov_123.941767,178220,159
3469,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_6_length_172746_cov_124.940049,172746,155
3470,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_7_length_154427_cov_124.399347,154427,144
3471,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_8_length_145094_cov_124.059556,145094,125
3472,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_9_length_139794_cov_124.385297,139794,121
3473,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_10_length_130189_cov_124.057963,130189,133
3474,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_11_length_129889_cov_123.338009,129889,120
3475,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_12_length_122606_cov_124.217762,122606,127
3476,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_13_length_105390_cov_123.816870,105390,91
3477,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_14_length_104714_cov_124.692391,104714,82
3478,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_15_length_101635_cov_123.602313,101635,87
3479,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_16_length_93824_cov_123.733345,93824,91
3480,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_17_length_85554_cov_123.487152,85554,72
3481,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_18_length_76534_cov_123.441023,76534,62
3482,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_19_length_73317_cov_124.411496,73317,75
3483,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_20_length_66396_cov_123.107113,66396,64
3484,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_21_length_66051_cov_123.694497,66051,60
3485,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_22_length_65818_cov_123.147986,65818,59
3486,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_23_length_52272_cov_124.008771,52272,43
3487,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_24_length_44575_cov_124.215454,44575,35
3488,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_25_length_41941_cov_123.258129,41941,37
3489,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_26_length_34135_cov_124.833069,34135,33
3490,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_27_length_31251_cov_123.634601,31251,31
3491,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_28_length_30909_cov_125.443411,30909,25
3492,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_29_length_29804_cov_123.249319,29804,32
3493,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_30_length_26859_cov_126.748358,26859,29
3494,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_31_length_26637_cov_124.192160,26637,24
3495,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_32_length_25481_cov_122.658303,25481,29
3496,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_33_length_24965_cov_123.048454,24965,24
3497,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_34_length_24768_cov_122.558977,24768,24
3498,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_35_length_23530_cov_123.723024,23530,22
3499,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_36_length_21699_cov_123.503835,21699,19
3500,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_37_length_18471_cov_125.482787,18471,14
3501,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_38_length_12587_cov_121.841127,12587,9
3502,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_39_length_11750_cov_123.712954,11750,21
3503,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_40_length_9700_cov_127.277449,9700,7
3504,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_41_length_8747_cov_124.734814,8747,12
3505,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_42_length_6614_cov_121.570666,6614,6
3506,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_43_length_6417_cov_123.632034,6417,9
3507,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_44_length_5496_cov_124.208969,5496,5
3508,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_45_length_4122_cov_125.401524,4122,5
3509,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_46_length_3027_cov_869.535330,3027,1
3510,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_47_length_2759_cov_131.369453,2759,3
3511,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_48_length_2303_cov_124.390569,2303,2
3512,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_49_length_1750_cov_128.025959,1750,0
3513,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_50_length_1594_cov_264.985705,1594,1
3514,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_51_length_1333_cov_864.729264,1333,1
3515,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_52_length_1306_cov_144.623501,1306,2
3516,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_53_length_1253_cov_608.233723,1253,2
3517,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_54_length_1190_cov_250.300441,1190,1
3518,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_55_length_1127_cov_366.366604,1127,0
3519,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_56_length_1095_cov_368.222115,1095,0
3520,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_57_length_1032_cov_1004.358240,1032,1
3521,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_58_length_991_cov_245.771368,991,1
3522,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_59_length_706_cov_852.788018,706,1
3523,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_60_length_672_cov_323.162075,672,0
3524,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_61_length_657_cov_367.259136,657,1
3525,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_62_length_621_cov_345.893993,621,1
3526,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_63_length_599_cov_118.884191,599,0
3527,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_64_length_531_cov_246.626050,531,0
3528,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_65_length_512_cov_245.315098,512,0
3529,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_66_length_438_cov_605.530026,438,1
3530,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_67_length_388_cov_240.327327,388,0
3531,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_68_length_383_cov_121.786585,383,0
3532,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_69_length_376_cov_123.651090,376,1
3533,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_70_length_364_cov_361.595469,364,1
3534,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_71_length_352_cov_370.010101,352,2
3535,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_72_length_344_cov_121.747405,344,1
3536,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_73_length_315_cov_125.530769,315,0
3537,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_74_length_308_cov_193.972332,308,0
3538,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_76_length_305_cov_247.984000,305,1
3539,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_75_length_305_cov_255.384000,305,0
3540,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_77_length_305_cov_125.832000,305,0
3541,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_78_length_273_cov_122.256881,273,0
3542,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_79_length_266_cov_118.246445,266,0
3543,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_80_length_265_cov_546.433333,265,0
3544,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_81_length_253_cov_126.555556,253,0
3545,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_82_length_245_cov_123.973684,245,0
3546,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_83_length_245_cov_119.289474,245,0
3547,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_84_length_175_cov_251.983333,175,0
3548,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_85_length_162_cov_119.084112,162,0
3549,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_86_length_162_cov_111.336449,162,0
3550,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_87_length_155_cov_254.120000,155,0
3551,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_88_length_128_cov_105.438356,128,0
3552,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_89_length_125_cov_530.785714,125,0
3553,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_90_length_125_cov_134.285714,125,0
3554,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_91_length_115_cov_242.516667,115,0
3555,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_92_length_111_cov_488.535714,111,0
3556,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_93_length_111_cov_354.892857,111,0
3557,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_94_length_111_cov_127.517857,111,0
3558,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_95_length_109_cov_126.166667,109,0
3559,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_96_length_107_cov_132.865385,107,0
3560,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_97_length_106_cov_129.313725,106,0
3561,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_98_length_105_cov_625.400000,105,0
3562,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_99_length_102_cov_341.957447,102,0
3563,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_100_length_97_cov_350.166667,97,0
3564,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_101_length_90_cov_627.228571,90,0
3565,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_102_length_88_cov_120.121212,88,0
3566,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_103_length_85_cov_600.200000,85,0
3567,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_104_length_82_cov_253.555556,82,0
3568,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_105_length_81_cov_823.884615,81,0
3569,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_106_length_75_cov_97.350000,75,0
3570,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_107_length_73_cov_916.722222,73,0
3571,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_108_length_70_cov_260.400000,70,0
3572,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_109_length_69_cov_671.857143,69,0
3573,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_110_length_61_cov_364.333333,61,0
3574,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_111_length_61_cov_252.500000,61,0
3575,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_112_length_61_cov_115.333333,61,0
3576,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_113_length_60_cov_254.800000,60,0
3577,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_114_length_57_cov_678.000000,57,0
3578,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_115_length_56_cov_635.000000,56,0
3579,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_31,NODE_116_length_56_cov_388.000000,56,0
3580,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_1_length_247584_cov_127.200518,247584,227
3581,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_2_length_247256_cov_125.802553,247256,229
3582,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_3_length_217073_cov_127.885175,217073,192
3583,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_4_length_210160_cov_126.778577,210160,194
3584,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_5_length_175808_cov_126.402366,175808,157
3585,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_6_length_167253_cov_127.530700,167253,150
3586,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_7_length_150674_cov_126.636407,150674,141
3587,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_8_length_143915_cov_125.925365,143915,124
3588,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_9_length_140610_cov_126.830913,140610,121
3589,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_10_length_129511_cov_126.122111,129511,118
3590,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_11_length_126565_cov_126.592894,126565,128
3591,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_12_length_120052_cov_126.025576,120052,124
3592,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_13_length_105164_cov_127.050196,105164,83
3593,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_14_length_102173_cov_126.449529,102173,85
3594,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_15_length_100953_cov_125.175157,100953,88
3595,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_16_length_92046_cov_125.438793,92046,89
3596,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_17_length_83058_cov_125.554438,83058,71
3597,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_18_length_74792_cov_126.428369,74792,60
3598,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_19_length_69348_cov_125.627827,69348,70
3599,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_20_length_66396_cov_126.015360,66396,64
3600,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_21_length_66050_cov_125.387711,66050,60
3601,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_22_length_63197_cov_126.011926,63197,57
3602,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_23_length_53358_cov_126.043112,53358,44
3603,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_24_length_41941_cov_126.335960,41941,37
3604,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_25_length_40594_cov_126.847184,40594,34
3605,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_26_length_34936_cov_127.095467,34936,34
3606,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_37,NODE_27_length_31251_cov_124.575426,31251,31
